id,category,title,hook,terms,youtube_check
9595,Sleep & Dreams,Why boring tasks appear in dreams: What Nobody Teaches (at Work),THE TRUTH ABOUT WHY BORING TASKS APPEAR IN DREAMS,boring;tasks;appear;dreams,https://www.youtube.com/results?search_query=part+schools+never+teach+boring+tasks
9596,Sleep & Dreams,What chronic sleep loss steals first — The Part Schools Skip (at Work),YOU ARE WHAT CHRONIC SLEEP LOSS STEALS FIRST,what;chronic;sleep;loss,https://www.youtube.com/results?search_query=part+schools+never+teach+what+chronic
9597,Fear & Anxiety,Why anxiety points at the future only — Science Finally Answered (at Work),SCIENCE CONFIRMS: WHY ANXIETY POINTS AT THE FUTURE ONLY,anxiety;points;future;only,https://www.youtube.com/results?search_query=part+schools+never+teach+anxiety+points
9598,Fear & Anxiety,The Truth About What the body does before panic (at Work),NEVER IGNORE WHAT THE BODY DOES BEFORE PANIC,what;body;does;before,https://www.youtube.com/results?search_query=part+schools+never+teach+what+body
9599,Fear & Anxiety,Understanding Why avoided fears grow louder (at Work),WHY AVOIDED FEARS GROW LOUDER — FINAL PROOF,avoided;fears;grow;louder,https://www.youtube.com/results?search_query=part+schools+never+teach+avoided+fears
9600,Fear & Anxiety,How breathing rewires the alarm — And What It Does To You (at Work),STOP: HOW BREATHING REWIRES THE ALARM,breathing;rewires;alarm,https://www.youtube.com/results?search_query=part+schools+never+teach+breathing+rewires
9601,Fear & Anxiety,Why uncertainty weighs more than pain (at Work),THIS CHANGES WHY UNCERTAINTY WEIGHS MORE THAN PAIN,uncertainty;weighs;more;than,https://www.youtube.com/results?search_query=part+schools+never+teach+uncertainty+weighs
9602,Fear & Anxiety,What ancestors left in your startle reflex — Here's What Science Says (at Work),WHAT ANCESTORS LEFT IN YOUR STARTLE RE?!,what;ancestors;left;your,https://www.youtube.com/results?search_query=part+schools+never+teach+what+ancestors
9603,Fear & Anxiety,Why anxiety peaks before exams and flights — The Full Story (at Work),THE TRUTH ABOUT WHY ANXIETY PEAKS BEFORE EXAMS,anxiety;peaks;before;exams,https://www.youtube.com/results?search_query=part+schools+never+teach+anxiety+peaks
9604,Fear & Anxiety,How labeling fear shrinks it (And Why It Matters) (at Work),YOU ARE HOW LABELING FEAR SHRINKS IT,labeling;fear;shrinks,https://www.youtube.com/results?search_query=part+schools+never+teach+labeling+fear
9605,Fear & Anxiety,Why safe risks dissolve phobias: What Nobody Teaches (at Work),SCIENCE CONFIRMS: WHY SAFE RISKS DISSOLVE PHOBIAS,safe;risks;dissolve;phobias,https://www.youtube.com/results?search_query=part+schools+never+teach+safe+risks
9606,Fear & Anxiety,What muscles remember from stress — The Part Schools Skip (at Work),NEVER IGNORE WHAT MUSCLES REMEMBER FROM STRESS,what;muscles;remember;from,https://www.youtube.com/results?search_query=part+schools+never+teach+what+muscles
9607,Motivation & Willpower,Why motivation arrives after action — Science Finally Answered (at Work),WHY MOTIVATION ARRIVES AFTER ACTION — FINAL PROOF,motivation;arrives;after;action,https://www.youtube.com/results?search_query=part+schools+never+teach+motivation+arrives
9608,Motivation & Willpower,The Truth About How tiny wins automate big goals (at Work),STOP: HOW TINY WINS AUTOMATE BIG GOALS,tiny;wins;automate;goals,https://www.youtube.com/results?search_query=part+schools+never+teach+tiny+wins
9609,Motivation & Willpower,Understanding Why willpower behaves like a muscle (at Work),THIS CHANGES WHY WILLPOWER BEHAVES LIKE A MUSCLE,willpower;behaves;like;muscle,https://www.youtube.com/results?search_query=part+schools+never+teach+willpower+behaves
9610,Motivation & Willpower,What deadlines really do to the brain — And What It Does To You (at Work),WHAT DEADLINES REALLY DO TO THE BRAIN?!,what;deadlines;really;brain,https://www.youtube.com/results?search_query=part+schools+never+teach+what+deadlines
9611,Motivation & Willpower,Why identity beats discipline (at Work),THE TRUTH ABOUT WHY IDENTITY BEATS DISCIPLINE,identity;beats;discipline,https://www.youtube.com/results?search_query=part+schools+never+teach+identity+beats
9612,Motivation & Willpower,How environment beats motivation — Here's What Science Says (at Work),YOU ARE HOW ENVIRONMENT BEATS MOTIVATION,environment;beats;motivation,https://www.youtube.com/results?search_query=part+schools+never+teach+environment+beats
9613,Motivation & Willpower,Why visible progress feeds itself — The Full Story (at Work),SCIENCE CONFIRMS: WHY VISIBLE PROGRESS FEEDS ITSELF,visible;progress;feeds;itself,https://www.youtube.com/results?search_query=part+schools+never+teach+visible+progress
9614,Motivation & Willpower,What excuses protect you from (And Why It Matters) (at Work),NEVER IGNORE WHAT EXCUSES PROTECT YOU FROM,what;excuses;protect;from,https://www.youtube.com/results?search_query=part+schools+never+teach+what+excuses
9615,Motivation & Willpower,Why rest is part of effort: What Nobody Teaches (at Work),WHY REST IS PART OF EFFORT — FINAL PROOF,rest;part;effort,https://www.youtube.com/results?search_query=part+schools+never+teach+rest+part
9616,Motivation & Willpower,How routines outsmart moods — The Part Schools Skip (at Work),STOP: HOW ROUTINES OUTSMART MOODS,routines;outsmart;moods,https://www.youtube.com/results?search_query=part+schools+never+teach+routines+outsmart
9617,Money & Decisions,Why the brain counts losses twice — Science Finally Answered (at Work),THIS CHANGES WHY THE BRAIN COUNTS LOSSES TWICE,brain;counts;losses;twice,https://www.youtube.com/results?search_query=part+schools+never+teach+brain+counts
9618,Money & Decisions,The Truth About How sale tags rewrite true value (at Work),HOW SALE TAGS REWRITE TRUE VALUE?!,sale;tags;rewrite;true,https://www.youtube.com/results?search_query=part+schools+never+teach+sale+tags
9619,Money & Decisions,Understanding Why cash feels different from cards (at Work),THE TRUTH ABOUT WHY CASH FEELS DIFFERENT FROM CARDS,cash;feels;different;from,https://www.youtube.com/results?search_query=part+schools+never+teach+cash+feels
9620,Money & Decisions,What scarcity does to IQ tests — And What It Does To You (at Work),YOU ARE WHAT SCARCITY DOES TO IQ TESTS,what;scarcity;does;tests,https://www.youtube.com/results?search_query=part+schools+never+teach+what+scarcity
9621,Money & Decisions,Why lottery math never applies (at Work),SCIENCE CONFIRMS: WHY LOTTERY MATH NEVER APPLIES,lottery;math;never;applies,https://www.youtube.com/results?search_query=part+schools+never+teach+lottery+math
9622,Money & Decisions,How subscriptions hide real cost — Here's What Science Says (at Work),NEVER IGNORE HOW SUBSCRIPTIONS HIDE REAL COST,subscriptions;hide;real;cost,https://www.youtube.com/results?search_query=part+schools+never+teach+subscriptions+hide
9623,Money & Decisions,Why rich feel poorer than before — The Full Story (at Work),WHY RICH FEEL POORER THAN BEFORE — FINAL PROOF,rich;feel;poorer;than,https://www.youtube.com/results?search_query=part+schools+never+teach+rich+feel
9624,Money & Decisions,What status spending buys emotionally (And Why It Matters) (at Work),STOP: WHAT STATUS SPENDING BUYS EMOTIONALLY,what;status;spending;buys,https://www.youtube.com/results?search_query=part+schools+never+teach+what+status
9625,Money & Decisions,Why budgets fail without rules: What Nobody Teaches (at Work),THIS CHANGES WHY BUDGETS FAIL WITHOUT RULES,budgets;fail;without;rules,https://www.youtube.com/results?search_query=part+schools+never+teach+budgets+fail
9626,Money & Decisions,How future-you gets cheated daily — The Part Schools Skip (at Work),HOW FUTURE-YOU GETS CHEATED DAILY?!,future;gets;cheated;daily,https://www.youtube.com/results?search_query=part+schools+never+teach+future+gets
9627,Origins & Evolution,What we really are before language existed — Science Finally Answered (at Work),THE TRUTH ABOUT WHAT WE REALLY ARE BEFORE LANGUAGE EXI,what;really;before;language,https://www.youtube.com/results?search_query=explained+five+minutes+what+really+before
9628,Origins & Evolution,The Truth About How single cells became human bodies (at Work),YOU ARE HOW SINGLE CELLS BECAME HUMAN BODIES,single;cells;became;human,https://www.youtube.com/results?search_query=explained+five+minutes+single+cells+became
9629,Origins & Evolution,Understanding Why evolution kept fear but removed peace (at Work),SCIENCE CONFIRMS: WHY EVOLUTION KEPT FEAR BUT REMOVED PE,evolution;kept;fear;removed,https://www.youtube.com/results?search_query=explained+five+minutes+evolution+kept+fear
9630,Origins & Evolution,The first creature that learned to wait Explained in Five Minutes (at Work),NEVER IGNORE THE FIRST CREATURE THAT LEARNED TO WAI,first;creature;that;learned,https://www.youtube.com/results?search_query=explained+five+minutes+first+creature+that
9631,Origins & Evolution,Why bodies age but brains refuse to (at Work),WHY BODIES AGE BUT BRAINS REFUSE TO — FINAL PROOF,bodies;brains;refuse,https://www.youtube.com/results?search_query=explained+five+minutes+bodies+brains+refuse
9632,Origins & Evolution,Why the human throat reshaped speech — Here's What Science Says (at Work),STOP: WHY THE HUMAN THROAT RESHAPED SPEECH,human;throat;reshaped;speech,https://www.youtube.com/results?search_query=explained+five+minutes+human+throat+reshaped
9633,Origins & Evolution,What symmetry has to do with attraction — The Full Story (at Work),THIS CHANGES WHAT SYMMETRY HAS TO DO,what;symmetry;with;attraction,https://www.youtube.com/results?search_query=explained+five+minutes+what+symmetry+with
9634,Origins & Evolution,Why we still carry the sea inside us (And Why It Matters) (at Work),WHY WE STILL CARRY THE SEA INSIDE US?!,still;carry;inside,https://www.youtube.com/results?search_query=explained+five+minutes+still+carry+inside
9635,Origins & Evolution,How walking upright rewired emotions: What Nobody Teaches (at Work),THE TRUTH ABOUT HOW WALKING UPRIGHT REWIRED EMOTIONS,walking;upright;rewired;emotions,https://www.youtube.com/results?search_query=explained+five+minutes+walking+upright+rewired
9636,Emotions & The7 Sins,Anger and its ancient fuel Explained in Five Minutes (at Work),YOU ARE ANGER,anger;ancient;fuel,https://www.youtube.com/results?search_query=explained+five+minutes+anger+ancient+fuel
9637,Emotions & The7 Sins,Envy and the comparison machine Explained in Five Minutes (at Work),SCIENCE CONFIRMS: ENVY,envy;comparison;machine,https://www.youtube.com/results?search_query=explained+five+minutes+envy+comparison+machine
9638,Emotions & The7 Sins,Greed and the never-full stomach Explained in Five Minutes (at Work),NEVER IGNORE GREED,greed;never;full;stomach,https://www.youtube.com/results?search_query=explained+five+minutes+greed+never+full
9639,Emotions & The7 Sins,Sloth and the energy-saving brain Explained in Five Minutes (at Work),SLOTH — FINAL PROOF,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=explained+five+minutes+sloth+energy+saving
9640,Emotions & The7 Sins,Pride and the fragile ego shield Explained in Five Minutes (at Work),STOP: PRIDE,pride;fragile;shield,https://www.youtube.com/results?search_query=explained+five+minutes+pride+fragile+shield
9641,Emotions & The7 Sins,Gluttony and the reward loop Explained in Five Minutes (at Work),THIS CHANGES GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=explained+five+minutes+gluttony+reward+loop
9642,Emotions & The7 Sins,Lust and the reproduction program Explained in Five Minutes (at Work),LUST?!,lust;reproduction;program,https://www.youtube.com/results?search_query=explained+five+minutes+lust+reproduction+program
9643,Emotions & The7 Sins,Shame and its social purpose Explained in Five Minutes (at Work),THE TRUTH ABOUT SHAME,shame;social;purpose,https://www.youtube.com/results?search_query=explained+five+minutes+shame+social+purpose
9644,Emotions & The7 Sins,Guilt as an inner contract Explained in Five Minutes (at Work),YOU ARE GUILT AS AN INNER CONTRACT,guilt;inner;contract,https://www.youtube.com/results?search_query=explained+five+minutes+guilt+inner+contract
9645,Emotions & The7 Sins,Regret and the road not taken Explained in Five Minutes (at Work),SCIENCE CONFIRMS: REGRET,regret;road;taken,https://www.youtube.com/results?search_query=explained+five+minutes+regret+road+taken
9646,Why-Series (The Law of Why),Why we keep asking why before acting — The Part Schools Skip (at Work),NEVER IGNORE WHY WE KEEP ASKING WHY BEFORE ACTING,keep;asking;before;acting,https://www.youtube.com/results?search_query=explained+five+minutes+keep+asking+before
9647,Why-Series (The Law of Why),Why no means maybe to a child's brain — Science Finally Answered (at Work),WHY NO MEANS MAYBE TO A CHILD'S BRAIN — FINAL PROOF,means;maybe;child;brain,https://www.youtube.com/results?search_query=explained+five+minutes+means+maybe+child
9648,Why-Series (The Law of Why),The Truth About Why rules feel heavier than reasons (at Work),STOP: WHY RULES FEEL HEAVIER THAN REASONS,rules;feel;heavier;than,https://www.youtube.com/results?search_query=explained+five+minutes+rules+feel+heavier
9649,Why-Series (The Law of Why),Understanding Why habits survive when motivation dies (at Work),THIS CHANGES WHY HABITS SURVIVE WHEN MOTIVATION DIE,habits;survive;when;motivation,https://www.youtube.com/results?search_query=explained+five+minutes+habits+survive+when
9650,Why-Series (The Law of Why),Why apologies change the body — And What It Does To You (at Work),WHY APOLOGIES CHANGE THE BODY?!,apologies;change;body,https://www.youtube.com/results?search_query=explained+five+minutes+apologies+change+body
9651,Why-Series (The Law of Why),Why deadlines create fake clarity (at Work),THE TRUTH ABOUT WHY DEADLINES CREATE FAKE CLARITY,deadlines;create;fake;clarity,https://www.youtube.com/results?search_query=explained+five+minutes+deadlines+create+fake
9652,Why-Series (The Law of Why),Why we obey strangers in uniforms — Here's What Science Says (at Work),YOU ARE WHY WE OBEY STRANGERS IN UNIFORMS,obey;strangers;uniforms,https://www.youtube.com/results?search_query=explained+five+minutes+obey+strangers+uniforms
